customerID,Churn,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PhoneService,MultipleLines,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,gender,SeniorCitizen,Partner,Dependents,tenure
6128-DAFVY,No,DSL,No,No,No,No,Yes,Yes,No,No phone service,Month-to-month,Yes,Credit card (automatic),44.85,2564.95,Female,0,No,No,56
6131-FOYAS,No,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.6,2094.9,Male,0,No,No,35
6131-IUNXN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,20.2,382.2,Female,0,Yes,Yes,19
6131-JLWZM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,20.3,275.4,Female,0,No,No,13
6133-OZILE,No,DSL,No,No,Yes,Yes,No,No,No,No phone service,Month-to-month,Yes,Electronic check,35.2,607.3,Female,0,No,No,18
6134-KWTBV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),23.4,1429.65,Male,0,No,No,62
6135-OZQVA,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.65,404.35,Female,0,No,No,7
6137-MFAJN,No,DSL,Yes,Yes,No,No,Yes,No,No,No phone service,Month-to-month,Yes,Electronic check,44.8,2104.55,Female,0,No,No,48
6137-NICCO,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.05,518.75,Female,0,Yes,Yes,6
6139-ZZRBQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),20.05,1198.05,Male,1,No,No,64
6140-QNRQQ,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,71.55,71.55,Male,0,No,No,1
6141-OOXUQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,19.65,19.65,Male,0,No,No,1
6142-VSJQO,Yes,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.35,44.35,Female,0,Yes,Yes,1
6143-JQKEA,No,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),45.8,436.2,Male,0,No,No,10
6145-NNPNO,No,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),44.15,44.15,Female,0,No,No,1
6147-CBCRA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,20.05,669.45,Female,0,Yes,No,33
6152-ONASV,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),58.25,3975.7,Female,0,Yes,No,68
6156-UZDLF,No,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),87.15,2274.1,Female,0,No,No,26
6158-DWPZT,Yes,DSL,No,No,No,No,No,No,No,No phone service,One year,No,Bank transfer (automatic),24.1,259.8,Male,0,Yes,No,9
6158-HDPXZ,No,DSL,No,No,No,No,No,No,No,No phone service,Month-to-month,No,Mailed check,25.35,25.35,Male,0,No,No,1
6161-ERDGD,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,85.45,6300.85,Male,0,Yes,Yes,71
6161-UUUTA,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Male,1,No,No,3
6164-HAQTX,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No phone service,Two year,No,Bank transfer (automatic),53.95,3888.65,Male,0,No,No,71
6164-HXUGH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,19.85,119.3,Female,0,Yes,Yes,6
6166-ILMNY,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,Female,0,No,No,2
6166-YIPFO,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No phone service,Two year,Yes,Electronic check,64.7,4746.05,Male,0,Yes,No,72
6167-SYRNG,,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No phone service,Two year,Yes,Credit card (automatic),64.05,3886.85,Male,1,Yes,No,59
6168-WFVVF,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.3,235.5,Female,1,No,No,3
6168-YBYNP,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,Male,0,No,No,59
6169-PGNCD,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),74.3,4166.35,Female,0,No,No,57
6169-PPETC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),20.5,759.35,Male,0,Yes,Yes,35
6171-ZTVYB,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,Male,0,Yes,No,43
6172-FECYY,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,84.5,4254.85,Male,0,Yes,Yes,49
6173-GOLSU,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,6079.0,Male,1,Yes,No,67
6173-ITPWD,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.35,4065.0,Male,0,Yes,No,47
6174-NRBTZ,No,DSL,Yes,No,No,No,No,No,No,No phone service,One year,Yes,Bank transfer (automatic),30.75,1489.3,Male,0,No,No,46
6175-IRFIT,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,78.75,426.35,Male,0,No,No,5
6176-YJWAS,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),97.95,7114.25,Male,0,Yes,No,72
6177-PEVRA,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),55.5,2627.35,Female,0,No,No,48
6178-KFNHS,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.3,909.25,Female,0,No,Yes,12
6179-GJPSO,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Female,1,No,No,43
6180-YBIQI,No,DSL,No,No,No,No,No,No,No,No phone service,Month-to-month,No,Mailed check,24.3,100.2,Male,0,No,No,5
6181-AXXYF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),24.75,1859.1,Male,0,Yes,Yes,72
6184-DYUOB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,19.6,55.25,Female,0,Yes,No,3
6185-TASNN,No,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,46.3,46.3,Male,1,No,No,1
6188-UXBBR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),20.25,814.75,Female,0,Yes,No,38
6194-HBGQN,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),81.15,4126.2,Male,0,No,No,51
6195-MELTI,No,DSL,No,Yes,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,54.65,3134.7,Male,0,No,No,57
6196-HBOBZ,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.35,6347.55,Male,0,Yes,No,65
6198-PNNSZ,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,Female,0,Yes,No,56
6198-RTPMF,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.6,1579.7,Female,0,Yes,No,17
6198-ZFIOJ,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,75.6,402.5,Female,0,No,No,5
6199-IPCAO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,26.1,692.55,Female,0,Yes,Yes,29
6199-IWKGC,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,100.25,4753.85,Female,1,Yes,No,46
6202-DYYFX,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),76.0,1783.6,Female,0,No,No,22
6202-JVYEU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,19.9,164.6,Male,0,No,No,9
6203-HBZPA,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No phone service,Two year,No,Credit card (automatic),63.9,3334.95,Male,0,No,No,52
6204-IEUXJ,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80.1,217.55,Female,0,No,No,3
6207-WIOLX,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No phone service,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Female,0,Yes,Yes,25
6210-KBBPI,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,919.4,Male,1,No,No,9
6211-WHMYA,No,DSL,No,Yes,No,Yes,Yes,No,No,No phone service,Month-to-month,Yes,Electronic check,43.85,2751.0,Female,1,No,No,64
6211-WWLTF,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),99.7,6330.4,Male,0,Yes,No,63
6212-ATMLK,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4729.75,Female,0,No,No,50
6214-EDAKZ,Yes,DSL,No,Yes,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,55.15,1206.05,Female,0,Yes,Yes,22
6215-NQCPY,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,1566.75,Male,0,No,No,15
6217-KDYWC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,19.6,1170.55,Male,0,No,Yes,57
6217-TOWGS,No,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,Female,0,Yes,No,17
6218-KNUBD,No,DSL,No,Yes,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,59.45,357.6,Male,0,No,No,6
6221-AVQYL,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.25,131.05,Male,0,No,No,2
6223-DHJGV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,20.65,958.1,Female,0,No,No,42
6225-VNQSJ,,DSL,No,No,No,No,No,Yes,No,No phone service,Month-to-month,Yes,Electronic check,35.45,35.45,Male,0,No,No,1
6227-FBDXH,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),99.5,6841.45,Male,0,Yes,No,69
6227-HWPWX,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,Female,0,No,Yes,15
6229-LSCKB,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.7,497.6,Male,1,No,No,6
6229-UOLQL,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No phone service,One year,Yes,Mailed check,52.0,2884.9,Male,0,Yes,Yes,56
6230-BSUXY,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.0,85.0,Female,1,No,No,1
6231-WFGFH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,20.5,77.6,Male,0,Yes,Yes,4
6233-HXJMX,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.3,4192.15,Female,0,No,No,45
6234-PFPXL,No,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.9,2234.95,Male,0,Yes,No,22
6234-RAAPL,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.9,7251.7,Female,0,Yes,Yes,72
6235-VDHOM,Yes,DSL,No,Yes,No,No,No,No,No,No phone service,Month-to-month,No,Electronic check,28.45,131.05,Female,1,No,No,5
6240-EURKS,Yes,DSL,No,No,No,No,No,Yes,No,No phone service,Month-to-month,Yes,Electronic check,35.0,553.0,Female,0,No,Yes,18
6242-FEGFD,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,96.6,6424.25,Male,0,Yes,No,66
6242-MBHPK,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.1,2326.05,Female,1,Yes,No,23
6242-SGYTS,No,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.95,5791.85,Male,0,Yes,Yes,62
6243-OZGFH,No,DSL,No,No,No,No,Yes,Yes,No,No phone service,Month-to-month,Yes,Electronic check,44.95,996.85,Female,0,No,No,23
6244-BESBM,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),95.2,6671.7,Male,0,Yes,Yes,69
6248-BSHKG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,20.4,1226.45,Male,0,Yes,Yes,61
6248-TKCQV,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,5460.2,Female,0,Yes,Yes,70
6250-CGGUN,No,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,84.4,4484.05,Male,0,No,No,54
6252-DFGTK,No,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),68.1,2479.25,Female,0,Yes,No,37
6253-GNHWH,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,71.1,5224.95,Female,0,Yes,Yes,71
6253-WRFHY,No,DSL,No,No,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,64.75,877.35,Male,0,Yes,Yes,13
6257-DTAYD,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.15,7365.3,Male,0,Yes,No,71
6257-RJOHI,No,DSL,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.8,202.3,Male,0,No,No,4
6258-NGCNG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,23.5,173.0,Male,0,No,No,7
6258-PVZWJ,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6302.85,Male,0,Yes,No,68
6259-WJQLC,No,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,Male,1,No,No,32
6260-ONULR,No,DSL,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.8,62.8,Male,0,No,No,1
6260-XLACS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,19.7,117.8,Male,0,No,No,4
6261-LHRTG,No,DSL,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.75,1406.9,Female,0,No,No,26
6261-RCVNS,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),73.9,3160.55,Female,0,No,No,42
6265-FRMTQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),20.4,609.1,Male,0,No,No,31
6265-SXWBU,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),95.75,6511.25,Male,0,Yes,Yes,69
6266-QHOJZ,No,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,89.85,5844.65,Female,0,No,No,65
6267-DCFFZ,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.05,2627.2,Female,1,Yes,No,30
6270-OMFIW,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.4,5610.25,Male,0,Yes,No,60
6271-PRTUU,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.55,543.8,Female,0,Yes,Yes,28
6272-HWGNQ,,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,Female,0,No,No,1
6275-YDUVO,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,86.2,178.7,Female,0,No,No,2
6278-FEPBZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,20.25,186.15,Female,0,No,No,9
6281-FKEWS,No,DSL,No,No,Yes,No,Yes,Yes,No,No phone service,One year,Yes,Electronic check,49.05,2265.0,Female,0,No,No,44
6283-GITPX,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),76.9,5522.7,Male,0,No,Yes,71
6284-AHOOQ,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6,Male,1,No,No,22
6284-KMNUF,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,98.0,5270.6,Female,0,Yes,No,56
6285-FTQBF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),25.55,1867.7,Male,0,Yes,Yes,72
6286-SUUWT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,19.95,19.95,Male,0,No,No,1
6286-ZHAOK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,Female,0,Yes,Yes,20
6288-CHQJB,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.95,3871.85,Female,0,Yes,Yes,54
6288-LBEAR,No,Fiber optic,No,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.1,1783.75,Female,0,No,No,23
6289-CPNLD,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,73.9,2405.05,Male,0,Yes,Yes,33
6292-TOSSS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),24.9,1195.25,Male,0,No,No,50
6295-OSINB,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.65,7880.25,Male,0,Yes,No,72
6296-DDOOR,No,DSL,No,Yes,No,No,Yes,No,Yes,No,One year,No,Electronic check,58.2,1045.25,Female,0,No,No,19
6297-NOOPG,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.5,7752.05,Female,0,Yes,No,70
6298-QDFNH,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.35,1730.35,Male,0,No,No,22
6300-BWMJX,No,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,93.35,5386.5,Female,0,Yes,No,59
6302-JGYRJ,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,79.45,2587.7,Male,0,No,Yes,31
6303-APKJD,,Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,Male,1,Yes,No,57
6303-KFWSL,No,DSL,No,Yes,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,55.25,1620.2,Female,0,No,No,29
6304-IJFSQ,Yes,DSL,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,49.9,130.1,Male,0,No,No,3
6305-YLBMM,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.05,7262.0,Male,0,No,No,69
6308-CQRBU,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.25,7707.7,Female,0,Yes,No,71
6311-UEUME,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,78.9,2384.15,Female,0,No,No,29
6313-GIDIT,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,No phone service,Month-to-month,Yes,Electronic check,54.45,2854.55,Male,1,No,No,53
6317-YPKDH,Yes,DSL,No,Yes,No,No,No,No,No,No phone service,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Female,0,No,No,1
6319-IEJWJ,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.2,1776.55,Male,0,Yes,Yes,20
6319-QSUSR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),19.7,216.2,Female,0,No,Yes,11
6319-ZXCPZ,,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.75,5742.9,Male,0,Yes,No,60
6322-HRPFA,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,Male,0,Yes,Yes,49
6322-PJJDJ,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,94.8,4690.65,Male,0,Yes,No,49
6323-AYBRX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,19.35,1099.6,Male,0,No,No,59
6326-MTTXK,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.85,819.55,Male,0,No,No,8
6328-ZPBGN,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,Female,1,No,No,11
6330-JKLPC,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9,Male,0,Yes,No,11
6331-EWIEB,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.25,1734.5,Male,0,No,No,20
6331-LWDTQ,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,Male,0,No,No,10
6332-FBZRI,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),69.35,4653.25,Male,0,Yes,Yes,67
6333-YDVLT,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,Male,0,No,No,65
6338-AVWCY,Yes,DSL,No,No,Yes,No,Yes,No,No,No phone service,Month-to-month,Yes,Mailed check,40.15,130.75,Male,0,No,No,3
6339-DKLMK,No,DSL,No,Yes,No,No,No,No,No,No phone service,Month-to-month,Yes,Electronic check,31.65,389.95,Female,0,No,No,13
6339-RZCBJ,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),78.9,3771.5,Male,0,No,No,48
6339-TBELP,No,Fiber optic,No,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),86.4,6172.0,Male,0,No,No,71
6339-YPSAH,No,Fiber optic,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.8,704.3,Male,0,No,No,9
6340-DACFT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),20.55,1070.25,Female,0,Yes,Yes,50
6341-AEVKX,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,104.3,6613.65,Female,0,Yes,No,62
6341-JVQGF,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,81.15,2545.75,Female,0,Yes,Yes,31
6344-SFJVH,No,DSL,No,No,No,No,No,No,No,No phone service,Month-to-month,No,Credit card (automatic),24.9,505.95,Female,0,No,No,20
6345-FZOQH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,19.9,1363.45,Male,0,Yes,No,69
6345-HOVES,No,DSL,No,No,No,No,No,No,No,No phone service,Month-to-month,Yes,Bank transfer (automatic),25.05,852.7,Male,0,No,No,34
6345-ULYRW,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,88.4,3912.9,Male,1,Yes,No,44
6347-DCUIK,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.15,811.8,Male,0,No,No,10
6348-SNFUS,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No phone service,Two year,Yes,Credit card (automatic),55.45,4179.2,Male,0,Yes,Yes,72
6349-JDHQP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),19.85,1049.6,Female,0,No,No,53
6350-XFYGW,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.75,422.4,Male,1,No,No,4
6351-SCJKT,No,DSL,Yes,No,Yes,Yes,No,No,No,No phone service,Month-to-month,No,Mailed check,41.35,107.25,Male,0,No,No,3
6352-GIGGQ,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.8,5903.15,Male,0,No,No,67
6352-TWCAU,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.45,3029.1,Female,0,No,No,35
6353-BRMMA,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,Female,0,Yes,Yes,54
6356-ELRKD,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.6,95.6,Female,0,No,No,1
6357-JJPQT,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.5,232.35,Female,0,No,No,3
6358-LYNGM,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.9,74.9,Male,0,No,No,1
6360-SVNWV,No,Fiber optic,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.55,2094.65,Female,1,No,No,31
